OTU ID,L918B1,L918B2,L918B3,L918F1,L918F2,L918F3,L918H1,L918H2,L918H3,L918S1,L918S2,L918S3,L918T1,L918T2,L918T3,L919B1,L919B2,L919B3,L919F1,L919F2,L919F3,L919H1,L919H2,L919H3,L919S1,L919S2,L919S3,L919T1,L919T2,L919T3,L920B1,L920B2,L920B3,L920F1,L920F2,L920F3,L920H1,L920H2,L920H3,L920S1,L920S2,L920S3,L920T1,L920T2,L920T3
OTU138,31,32,56,33,24,18,27,32,36,2,1,0,13,32,12,43,25,66,29,25,32,52,35,26,24,26,19,35,26,47,3,1,1,35,42,24,0,0,0,25,32,22,16,22,34
OTU139,20,17,6,23,19,29,16,18,7,0,0,1,19,25,7,7,6,30,47,54,21,18,22,14,13,11,4,25,14,26,1,1,0,26,43,39,1,0,1,13,9,14,28,37,14
OTU140,23,24,22,45,31,42,34,37,31,3,1,0,35,42,39,27,13,25,45,40,39,62,42,24,30,29,25,39,24,39,2,1,1,24,20,31,1,0,1,19,15,16,38,29,33
OTU141,32,35,36,38,21,29,25,40,42,2,1,3,25,33,28,43,23,62,31,37,40,42,24,25,37,29,28,47,29,38,1,0,1,24,6,12,0,1,0,18,13,16,15,22,13
OTU142,13,12,23,41,19,43,10,15,24,3,2,1,19,33,21,10,7,26,27,40,46,33,25,32,26,23,27,55,45,29,1,3,1,35,32,42,0,0,0,21,15,19,44,36,43
OTU143,18,25,35,58,41,44,19,25,32,1,1,1,29,34,36,16,6,25,47,41,51,36,21,28,23,18,27,41,19,27,3,3,0,47,24,35,0,0,0,16,15,11,42,30,61
OTU144,30,21,27,29,30,21,25,16,7,0,2,0,16,26,6,21,14,19,29,38,12,21,15,11,26,28,11,40,25,14,0,0,0,13,13,9,1,2,0,16,10,14,28,23,9
OTU145,18,16,25,48,20,37,29,24,26,1,0,1,28,21,31,16,18,26,22,22,41,33,14,23,17,14,19,44,27,30,3,1,0,57,41,40,0,2,0,24,23,14,65,42,75
OTU146,21,19,34,29,17,31,47,62,75,1,0,1,26,22,16,28,22,70,39,21,39,75,53,49,14,20,25,36,28,23,1,0,4,54,41,47,1,1,0,30,30,21,24,35,30
OTU147,17,18,35,42,31,15,43,40,83,2,3,1,25,25,28,35,22,56,46,14,31,68,48,33,9,15,29,62,13,20,4,0,1,57,37,38,0,0,0,35,21,14,30,41,61
OTU148,19,20,9,35,20,25,17,23,15,0,1,0,4,11,12,27,7,54,36,30,17,36,16,31,21,22,12,39,30,34,0,1,0,42,41,35,0,0,0,28,14,18,45,51,45
OTU149,22,9,1,17,29,29,24,32,6,0,0,1,22,11,3,7,9,22,70,16,14,10,11,20,26,26,9,26,28,16,2,1,0,19,37,42,0,0,0,7,23,16,71,30,16
OTU150,25,32,28,46,23,28,22,20,38,0,0,0,12,21,21,26,16,43,39,24,42,21,13,15,21,21,18,57,28,21,2,2,3,62,38,45,0,1,0,7,19,20,48,36,56
OTU151,32,38,9,23,37,36,48,55,10,0,0,1,8,30,6,10,18,28,79,73,11,22,21,30,33,41,6,15,26,34,0,0,0,10,20,15,0,0,0,3,3,4,9,6,2
OTU152,39,35,38,30,12,21,42,26,40,0,2,1,13,17,20,38,16,48,22,19,29,48,37,26,34,28,26,46,31,21,2,2,1,34,22,24,0,0,1,22,23,18,15,11,38
OTU153,26,24,38,77,41,54,13,6,27,0,0,1,12,22,26,11,14,37,56,41,33,24,23,11,17,26,21,33,30,23,3,1,1,31,28,23,0,0,0,22,13,22,44,29,56
OTU154,19,18,46,41,38,24,25,23,32,1,1,1,26,38,20,38,22,46,17,23,29,53,56,41,25,19,21,55,48,23,2,2,0,30,33,15,0,0,0,18,16,13,23,29,16
OTU155,40,39,47,23,26,23,34,30,29,5,1,0,53,34,21,7,9,27,31,20,15,37,38,18,21,24,7,42,23,33,4,1,2,35,38,27,0,0,0,14,16,22,32,40,35
OTU156,14,17,4,45,36,26,19,23,14,1,3,1,10,19,7,6,8,20,40,40,17,19,27,8,9,10,4,19,24,23,2,1,0,12,30,18,1,0,0,6,7,11,18,24,9
OTU157,27,35,41,55,31,35,27,15,19,0,0,1,14,15,15,31,12,37,30,38,31,24,25,25,26,20,16,45,22,31,4,0,1,18,13,27,0,0,0,31,23,17,33,45,47
OTU158,8,21,12,27,29,25,11,11,10,0,0,0,9,12,4,12,4,13,19,37,14,8,19,7,9,7,4,14,12,24,2,2,0,20,36,23,0,0,0,6,7,23,36,34,20
OTU159,89,33,14,12,23,11,37,21,3,1,1,0,33,12,2,19,18,52,30,10,1,19,45,19,39,40,5,13,44,17,1,0,0,23,36,19,0,0,0,24,52,33,37,33,3
OTU160,15,9,4,21,38,27,27,28,15,0,0,0,14,24,5,7,7,24,35,51,16,20,22,26,20,21,7,17,26,10,5,0,0,9,15,12,0,0,0,2,11,8,21,20,2
OTU161,14,16,13,29,29,25,22,16,12,0,1,2,7,20,1,6,2,10,26,46,17,10,16,12,11,16,11,15,19,25,3,2,1,22,34,35,0,0,0,4,17,13,33,16,18
OTU162,21,23,32,25,24,14,31,35,45,3,1,2,34,27,18,23,19,37,47,32,24,50,35,34,24,26,26,51,29,16,3,0,0,18,14,6,0,0,0,14,10,19,26,20,17
OTU163,9,14,3,16,27,24,16,19,9,0,2,0,10,31,3,4,6,15,17,30,9,11,19,24,13,11,0,26,18,18,0,0,0,37,40,48,0,0,0,5,11,13,36,30,15
OTU164,6,10,25,46,24,23,27,56,67,1,0,0,13,20,12,20,2,15,28,9,32,69,43,50,10,23,20,34,19,19,2,2,1,51,30,44,0,0,1,31,15,18,26,20,33
OTU165,17,24,17,55,29,28,20,25,11,0,1,0,8,13,9,20,7,30,23,28,26,38,25,32,12,31,17,22,29,35,1,1,0,57,46,36,0,0,0,32,40,32,36,45,55
OTU166,22,10,14,68,10,1,132,118,371,0,0,0,2,0,0,2,4,7,13,57,1,11,17,11,6,5,8,5,1,3,2,0,0,5,57,4,0,0,0,21,19,10,8,9,6
OTU167,19,17,18,23,46,49,43,57,12,0,0,0,14,22,3,6,13,34,57,45,18,29,39,33,35,15,11,13,9,10,0,0,0,5,2,1,0,0,0,0,1,0,2,0,0
OTU168,39,32,57,32,22,17,48,37,73,1,1,0,37,17,28,26,13,34,29,30,29,42,32,34,20,13,20,42,22,14,2,0,2,40,43,30,1,0,0,22,18,15,36,29,30
OTU169,21,23,23,40,23,12,52,46,68,2,2,1,10,12,24,27,6,50,18,24,12,47,39,36,22,15,18,43,18,40,4,3,5,26,30,25,0,0,1,25,15,14,24,24,28
OTU170,17,27,30,192,39,46,28,28,29,1,0,0,12,9,16,14,17,52,49,56,42,39,28,44,14,7,23,35,24,31,0,1,1,34,8,26,2,0,0,17,18,11,28,33,40
OTU171,29,21,18,55,30,31,20,27,20,2,1,0,18,19,22,17,10,33,67,49,45,29,19,10,41,14,16,35,22,40,0,1,2,20,19,22,0,0,0,11,11,8,28,23,28
OTU172,10,22,19,37,32,16,14,23,24,1,0,0,18,40,44,18,24,29,34,25,35,27,26,16,12,20,29,64,34,30,1,1,0,39,26,32,0,1,0,26,24,21,52,37,46
OTU173,10,26,12,26,12,17,38,29,14,0,0,0,14,35,9,15,10,50,38,27,26,13,34,20,11,17,4,19,31,32,1,1,0,21,38,38,0,0,0,5,24,13,22,14,9
OTU174,16,18,32,32,19,28,29,35,43,1,2,1,22,32,19,48,19,42,26,24,20,56,25,43,20,26,37,37,28,23,0,1,5,24,20,38,0,0,0,18,14,25,17,22,35
OTU175,16,23,40,38,11,21,51,43,60,2,3,0,8,19,12,29,22,56,25,31,45,65,57,53,18,16,38,49,27,16,3,0,2,37,26,32,1,0,0,24,15,19,11,18,34
OTU176,18,16,8,24,27,30,26,50,15,0,1,0,33,37,10,5,17,26,60,33,12,13,54,25,20,15,8,16,32,22,1,1,1,16,35,45,0,0,0,13,7,17,62,29,25
OTU177,24,29,25,29,21,28,55,45,60,1,3,2,45,31,16,24,22,35,46,30,26,69,64,40,26,10,18,39,16,17,3,4,0,42,42,24,0,0,1,14,23,14,33,29,39
OTU178,17,30,14,8,2,18,5,18,14,0,0,1,4,8,7,17,13,36,21,10,31,17,22,10,15,41,22,31,22,21,1,0,0,26,18,30,0,0,0,21,16,26,41,35,33
OTU179,27,31,43,29,10,13,23,23,29,4,1,0,17,16,27,30,11,47,15,23,21,39,40,38,17,12,23,25,29,27,5,1,4,39,36,18,0,0,0,19,23,20,35,26,40
OTU180,19,23,9,29,42,24,31,30,12,1,6,2,17,22,7,1,7,27,39,31,13,14,22,32,19,16,4,20,27,21,1,0,0,4,14,17,0,0,0,0,5,9,22,12,2
OTU181,17,11,26,52,25,31,21,24,40,4,2,3,13,12,15,20,9,33,35,36,40,40,19,24,9,21,18,44,21,16,1,0,2,48,43,40,0,0,0,28,21,20,41,53,58
OTU182,8,19,21,21,16,11,34,27,40,3,0,0,16,19,16,14,10,12,36,32,46,42,26,24,15,18,16,45,37,13,0,0,2,46,51,38,0,0,2,13,13,10,34,33,31
OTU183,25,13,19,7,8,4,33,18,57,0,2,1,12,12,15,17,8,27,46,5,15,25,19,24,34,16,20,13,5,14,4,1,3,93,35,13,0,0,0,52,42,49,372,34,36
OTU184,21,23,20,42,34,22,25,37,27,2,3,1,22,17,19,25,12,34,21,28,43,45,29,34,15,18,22,37,16,23,3,3,1,48,38,23,0,0,0,28,19,10,17,34,42
OTU185,12,18,12,55,45,43,16,15,9,1,1,0,9,19,3,15,17,17,29,25,10,12,19,24,9,12,9,30,26,28,0,0,0,13,15,19,0,0,0,7,8,15,33,24,9
OTU186,15,24,20,35,21,11,39,55,53,0,0,0,14,19,12,12,10,43,16,15,21,53,46,54,19,23,17,41,25,30,1,2,1,25,17,17,0,1,0,7,11,11,11,11,22
OTU187,16,10,32,39,16,17,44,34,61,0,1,1,18,16,24,22,14,45,19,36,20,74,50,48,14,26,22,44,22,19,2,2,0,51,38,28,0,0,1,34,26,18,23,24,28
OTU188,18,17,30,54,28,32,23,27,46,1,1,2,22,24,31,27,10,26,47,35,46,45,35,36,13,16,13,46,29,20,2,0,0,56,44,40,0,0,0,28,13,19,45,41,55
OTU189,29,27,31,29,13,24,17,27,45,1,2,3,10,25,20,37,11,63,13,25,33,43,33,27,17,18,23,34,18,21,0,0,1,24,12,16,0,0,0,16,14,20,13,14,28
OTU190,76,46,11,4,18,15,37,24,7,0,1,0,25,13,0,22,29,58,39,4,0,22,50,18,60,26,8,16,26,10,4,1,0,21,22,8,1,0,0,37,38,45,37,24,2
OTU191,11,14,18,41,24,11,13,10,14,1,0,1,8,16,16,15,9,19,38,33,37,16,10,22,19,10,17,38,32,28,5,1,1,37,42,24,1,0,0,28,17,19,65,59,62
OTU192,8,6,4,18,17,14,10,34,12,0,0,2,10,12,3,15,9,20,16,18,6,20,21,16,15,15,3,20,11,21,6,1,0,31,29,32,0,0,0,8,11,14,24,37,9
OTU193,13,27,19,32,20,29,30,19,40,1,1,0,15,19,21,21,9,22,27,19,30,40,26,26,16,18,27,45,32,26,2,0,1,40,20,30,1,0,0,18,9,16,29,14,34
OTU194,2,2,2,24,15,1,182,327,150,1,0,0,0,0,0,0,0,0,0,2,0,7,8,8,1,0,0,1,0,1,0,0,0,0,38,1,0,0,0,10,7,9,1,1,0
OTU195,20,26,24,49,41,44,24,11,19,1,2,0,13,26,24,14,15,17,30,20,28,12,9,19,10,15,15,16,23,29,2,1,1,25,16,30,0,0,0,16,7,17,52,38,59
OTU196,7,12,11,34,13,9,79,79,79,2,0,0,3,6,35,4,4,4,19,128,56,61,44,60,7,3,0,8,7,1,1,0,0,46,3,51,0,3,0,4,3,1,16,11,19
OTU197,27,24,36,33,11,23,21,22,41,0,1,1,22,31,34,27,11,41,26,16,30,38,33,33,14,27,18,45,28,19,3,1,3,21,17,20,0,0,0,8,5,11,6,21,19
OTU198,12,19,25,20,25,37,14,19,22,2,0,0,13,21,19,19,4,17,20,31,37,26,18,26,18,12,24,33,31,28,0,2,0,43,18,28,0,2,0,6,12,25,13,27,39
OTU199,29,10,5,24,24,21,30,20,19,0,2,1,6,18,12,20,11,24,23,31,16,19,33,24,10,10,12,25,19,26,2,3,2,39,42,29,1,0,0,14,18,14,45,36,18
OTU200,15,21,18,28,30,33,28,29,46,1,0,0,25,23,20,28,16,49,29,36,34,49,41,41,11,19,19,42,21,28,0,2,1,47,34,35,0,0,2,28,20,21,25,50,31
OTU201,21,25,11,15,23,19,19,25,9,1,0,1,10,12,8,11,17,29,29,14,6,24,22,17,20,16,9,12,30,25,0,1,0,8,16,23,0,1,0,8,11,8,15,16,7
OTU202,18,23,5,15,16,13,9,15,8,0,2,1,3,10,2,25,10,27,16,10,5,12,17,12,9,14,16,12,12,24,1,1,2,34,55,57,0,0,0,29,43,38,63,87,48
OTU203,26,15,35,54,44,51,19,17,24,0,0,1,18,15,17,26,14,43,40,19,28,24,31,15,10,27,15,25,22,25,1,0,0,13,11,15,0,0,1,15,3,10,31,19,32
OTU204,23,15,11,60,30,38,18,23,22,2,1,1,7,25,23,10,12,28,32,32,38,17,7,14,18,21,21,31,23,28,2,2,0,26,23,22,0,1,0,18,13,23,44,47,59
OTU205,7,14,4,23,15,21,10,18,6,1,1,0,7,18,3,8,3,23,20,19,5,6,11,17,6,7,5,16,14,18,0,1,0,42,31,40,0,0,0,16,16,17,39,39,20
OTU206,7,12,11,38,13,24,16,14,15,2,0,1,14,9,16,14,5,25,34,26,35,42,22,33,21,14,24,48,30,28,7,1,3,42,25,40,1,0,0,16,20,18,41,23,28
OTU207,23,24,6,36,26,24,10,3,5,0,2,0,11,14,4,9,4,39,40,29,13,4,11,7,14,12,6,22,17,24,1,0,1,10,22,22,0,0,0,8,9,11,20,20,11
OTU208,24,8,30,55,36,32,20,22,32,1,1,1,13,17,25,14,10,25,33,31,45,27,14,18,14,9,15,30,21,34,0,0,1,9,28,13,0,1,0,24,7,14,28,22,37
OTU209,14,16,13,43,34,27,20,13,22,1,0,0,12,22,12,26,10,22,29,38,41,21,17,23,16,8,12,24,15,32,1,2,3,34,29,23,2,0,0,13,13,13,33,29,49
OTU210,11,18,14,20,31,30,17,18,9,0,2,1,18,25,7,6,17,31,53,24,21,16,14,23,10,14,1,18,25,35,2,1,0,8,24,15,0,0,0,2,11,4,18,17,8
OTU211,21,14,26,50,27,30,15,6,16,0,0,0,12,21,19,20,9,23,49,31,40,28,11,16,14,14,15,62,26,40,2,0,0,22,16,21,0,0,0,13,13,4,39,29,37
OTU212,17,13,18,70,28,32,41,15,21,2,0,1,12,11,10,20,11,21,41,35,42,17,15,19,9,13,19,46,25,21,1,0,0,39,26,48,0,0,0,19,11,13,36,10,29
OTU213,36,20,30,32,26,26,3,13,9,2,0,0,12,14,7,32,14,38,24,25,25,18,5,12,27,19,25,22,19,30,3,1,0,33,21,23,0,0,0,14,18,15,32,26,40
OTU214,20,14,16,16,5,7,134,56,169,0,1,0,8,9,13,16,6,21,7,12,22,55,66,43,9,7,12,15,16,8,1,2,2,22,13,15,0,0,0,26,17,7,13,15,27
OTU215,9,20,6,34,45,42,10,23,3,2,1,3,16,28,7,9,17,24,29,36,13,22,23,10,14,14,1,19,30,17,0,1,1,14,17,10,0,0,0,5,9,6,20,18,7
OTU216,30,28,23,32,26,18,24,43,41,2,0,1,16,27,40,20,9,29,16,26,24,47,34,20,13,21,26,49,16,30,0,0,0,13,17,12,0,0,0,7,11,7,17,13,27
OTU217,27,20,19,17,16,21,15,13,8,1,3,1,8,16,11,14,11,38,22,16,21,17,12,24,11,15,19,17,7,13,2,0,0,30,10,15,0,1,0,18,25,15,57,25,42
OTU218,14,14,19,7,13,22,37,34,33,0,0,2,21,14,5,11,24,62,39,26,12,23,29,45,9,14,5,24,25,31,1,4,1,16,30,42,0,0,1,14,19,22,12,24,19
OTU219,24,19,28,35,14,20,26,23,52,0,0,1,17,24,24,25,18,40,31,21,16,61,46,23,16,20,24,44,24,15,0,2,1,29,44,19,0,0,0,13,29,9,23,30,58
OTU220,13,15,23,39,14,22,19,21,35,1,2,0,11,13,12,20,1,16,27,18,24,32,52,33,19,14,28,29,21,22,0,1,1,21,21,20,1,0,0,5,10,7,32,20,29
OTU221,20,18,12,18,31,31,9,9,7,2,1,1,20,20,7,2,3,21,39,24,15,5,12,15,14,14,1,12,16,36,3,1,0,4,24,8,0,0,0,7,1,8,21,31,8
OTU222,17,24,25,47,35,50,26,9,27,2,0,0,12,18,18,12,8,28,31,18,39,27,10,25,20,15,14,37,26,30,1,0,0,10,17,13,0,0,0,17,8,8,20,27,39
OTU223,16,30,31,31,7,18,28,12,37,0,0,2,19,16,12,17,9,23,17,8,25,41,27,35,8,11,25,33,14,22,1,1,0,45,27,17,0,0,0,27,13,17,16,36,30
OTU224,24,31,34,16,11,9,18,21,37,1,1,0,20,27,22,27,15,37,29,22,14,51,50,46,13,20,21,25,16,19,2,0,2,53,38,29,0,1,0,22,16,19,17,37,49
OTU225,14,8,10,38,19,21,14,19,20,2,0,0,9,13,18,12,9,18,26,43,47,24,10,18,15,8,21,32,19,13,2,2,4,49,31,49,0,0,0,25,12,20,49,29,54
OTU226,18,16,17,35,24,21,23,35,36,1,1,0,12,9,8,16,5,19,23,16,32,28,26,29,16,16,18,30,14,23,0,1,0,34,23,37,0,0,0,21,15,15,34,22,29
OTU227,19,14,3,36,33,20,19,19,6,0,1,0,10,16,8,11,5,26,33,40,13,23,16,17,19,13,5,17,28,24,2,0,0,7,18,8,0,0,0,3,6,5,21,22,9
OTU228,12,15,15,56,35,26,25,22,23,2,1,1,14,24,18,20,12,22,51,40,45,44,18,20,9,14,14,60,26,22,0,1,2,22,19,31,0,1,0,5,5,5,28,21,28
OTU229,12,11,22,66,38,33,13,6,13,1,1,4,8,18,13,8,7,26,42,23,43,23,8,12,14,13,17,32,11,20,1,0,0,18,26,12,0,0,0,19,14,18,32,39,40
OTU230,19,18,17,44,36,29,19,23,24,2,3,1,2,14,10,17,14,18,23,22,27,15,25,22,23,16,15,19,41,21,4,1,0,31,33,16,0,0,0,19,34,22,21,42,26
OTU231,24,16,28,41,28,34,22,11,27,3,2,0,16,16,30,12,18,19,24,16,34,18,14,9,12,13,22,34,19,31,0,0,0,13,22,11,0,0,0,16,11,7,34,23,24
OTU232,12,9,14,47,22,23,19,30,33,1,1,1,3,13,16,11,5,23,30,23,28,26,19,25,18,17,19,49,26,15,4,0,0,29,16,27,0,0,0,21,15,19,43,34,29
OTU233,20,12,22,41,45,27,25,22,35,0,1,0,17,23,30,13,5,21,40,36,32,25,23,17,14,14,18,48,18,17,1,2,0,23,18,13,0,0,0,19,17,14,28,22,27
OTU234,4,12,2,13,15,15,32,26,4,0,1,1,1,8,2,3,8,9,18,11,6,39,40,41,3,9,7,9,10,13,4,1,1,16,16,22,0,0,0,11,18,19,26,32,12
OTU235,17,17,26,46,31,25,19,17,21,0,2,1,9,17,23,21,12,47,43,26,40,33,18,10,14,14,21,41,19,14,0,1,0,37,16,16,0,0,0,18,15,9,22,17,22
OTU236,12,15,10,11,12,19,14,17,15,0,1,0,6,14,4,17,18,34,16,26,16,22,39,28,12,15,12,27,30,21,1,1,0,15,32,22,0,0,0,9,11,19,18,24,24
OTU237,10,20,10,29,21,26,8,21,7,0,2,0,27,28,6,6,10,14,23,32,9,25,13,25,11,20,1,33,27,26,3,2,1,5,9,9,0,0,0,5,8,5,13,11,6
OTU238,14,18,8,17,40,29,13,7,3,0,0,0,8,15,5,12,16,20,41,44,17,12,28,21,13,16,10,11,20,19,2,0,0,6,20,15,0,0,0,2,5,8,17,21,5
OTU239,6,11,20,13,10,11,26,21,30,1,1,1,10,11,11,16,8,38,17,8,18,39,15,25,12,10,16,32,17,10,1,2,3,49,36,50,0,0,1,46,23,30,19,23,43
OTU240,5,6,12,33,6,12,15,20,45,0,0,0,11,13,10,13,12,30,31,13,21,20,21,19,15,11,20,29,16,14,3,2,2,26,25,26,1,1,0,22,23,6,37,36,86
OTU241,11,7,10,13,26,19,19,19,3,0,1,4,8,20,6,4,5,33,28,25,13,10,12,24,8,10,3,10,19,16,2,1,0,8,20,31,1,0,0,11,8,15,24,22,5
OTU242,4,6,3,13,12,17,78,64,18,0,1,0,3,2,1,2,3,22,21,66,7,58,81,36,3,8,0,8,5,6,0,0,1,13,36,8,1,0,0,2,10,10,6,9,1
OTU243,11,16,4,27,31,24,17,12,5,0,1,0,11,19,2,12,8,17,41,18,14,6,14,12,23,11,8,14,28,20,0,1,0,3,13,11,0,0,0,6,7,6,9,8,2
OTU244,4,14,11,33,27,26,14,18,18,1,3,1,24,28,15,5,4,14,28,24,22,12,25,11,7,15,6,24,24,24,4,1,0,24,43,35,0,0,0,13,10,17,31,21,14
OTU245,16,20,19,21,6,12,24,37,49,0,1,2,16,14,7,13,4,31,22,10,16,53,39,23,8,14,9,25,25,10,2,3,1,31,29,10,0,0,0,17,18,9,23,18,27
OTU246,30,15,19,40,37,31,32,15,31,0,3,2,14,16,14,24,12,27,47,34,28,25,31,24,23,10,14,36,28,28,1,0,0,22,55,19,0,0,0,14,22,12,35,19,23
OTU247,11,10,33,35,23,20,17,27,38,3,3,0,12,16,24,21,13,30,26,30,34,42,24,28,7,12,21,36,21,31,2,2,1,44,56,29,1,0,1,7,16,18,27,44,69
OTU248,29,11,19,30,14,24,21,11,25,1,1,0,25,36,15,8,6,28,39,25,20,19,28,11,11,6,17,26,22,23,3,2,0,24,7,18,0,0,0,7,7,9,42,31,33
OTU249,14,14,7,33,25,15,12,31,7,0,0,1,5,23,5,8,13,16,19,16,4,9,17,12,12,10,3,23,11,13,1,0,0,12,15,13,0,0,0,10,12,7,23,22,1
OTU250,18,14,15,32,16,22,23,41,43,1,0,1,19,34,18,19,16,33,15,31,29,47,38,40,9,15,15,47,25,10,2,0,1,35,29,32,1,1,0,16,16,13,26,29,42
OTU251,22,11,3,20,31,19,20,20,8,0,0,0,8,27,7,7,5,21,25,29,12,10,11,8,8,14,5,11,13,16,0,0,0,11,18,8,0,0,0,6,9,6,20,19,5
OTU252,27,29,27,21,18,30,18,25,10,0,0,0,8,13,3,6,9,38,30,19,9,7,9,15,12,19,14,10,3,2,0,0,0,22,9,22,0,0,0,1,4,2,3,2,1
OTU253,12,8,17,60,28,30,13,15,16,1,1,0,8,24,10,7,7,23,51,38,59,29,19,25,10,19,15,32,24,27,0,0,0,11,15,11,0,0,0,5,4,4,34,10,24
OTU254,11,15,16,29,26,19,10,8,26,1,0,0,14,13,17,17,6,25,21,15,21,9,14,13,7,7,25,14,13,26,3,1,1,16,24,15,0,1,1,16,10,7,33,16,41
OTU255,14,23,19,23,25,28,7,9,12,0,0,1,7,17,7,19,6,26,19,18,20,22,9,13,23,28,14,29,20,17,0,3,0,25,6,11,2,0,0,14,11,13,37,39,16
OTU256,10,12,18,57,34,42,22,17,19,2,2,1,11,23,17,12,5,12,44,35,40,22,19,19,10,8,7,32,14,18,1,0,0,28,27,22,0,0,0,12,7,8,25,39,33
OTU257,13,15,5,25,23,20,12,12,3,1,0,0,8,12,4,10,8,20,23,36,11,10,22,11,11,9,4,15,10,22,5,1,1,9,13,9,0,0,0,3,13,7,26,17,18
OTU258,15,13,15,37,16,16,15,13,17,0,0,0,8,27,12,12,4,24,33,17,27,18,22,14,7,9,10,31,24,16,1,1,3,67,25,37,0,0,0,11,17,9,41,30,37
OTU259,6,12,8,39,40,35,11,11,9,0,3,1,11,11,5,7,7,13,23,21,13,14,10,15,2,8,1,13,9,17,2,0,1,14,33,28,0,2,0,7,13,16,11,26,13
OTU260,4,26,10,26,32,16,19,25,40,2,0,3,9,11,13,8,11,14,33,27,29,23,26,23,10,12,8,26,14,18,1,1,0,41,20,26,0,0,0,17,7,3,22,26,36
OTU261,14,10,4,15,24,33,10,18,11,0,2,0,7,18,2,5,8,20,31,18,16,18,7,11,11,8,5,14,20,18,0,0,0,10,14,9,0,0,0,6,4,1,12,13,3
OTU262,12,13,22,44,21,25,21,18,18,1,0,0,9,19,14,24,14,40,37,25,35,25,29,19,19,16,15,30,22,21,0,2,0,24,30,19,0,0,0,18,9,3,20,29,54
OTU263,14,12,2,16,17,16,7,7,1,0,0,0,1,9,2,12,5,15,17,14,7,7,14,9,7,7,2,13,10,22,1,0,0,13,27,16,0,0,0,13,10,7,26,23,17
OTU264,23,22,15,26,19,16,14,14,11,1,1,1,3,9,7,13,9,32,31,17,24,24,26,18,13,9,13,6,27,26,0,0,0,23,16,18,0,0,0,21,11,16,25,22,28
OTU265,18,13,21,29,19,17,13,8,18,1,0,0,8,15,11,20,14,24,33,26,41,24,15,17,10,13,8,27,21,12,0,5,1,21,20,22,0,0,0,18,7,6,28,26,20
OTU266,7,16,27,29,14,18,25,44,57,1,0,0,7,19,15,28,18,32,22,20,29,73,47,51,13,11,26,32,14,8,3,1,0,24,23,27,2,0,0,8,9,12,10,15,25
OTU267,6,4,4,6,12,11,2,5,5,0,0,0,5,12,3,2,4,13,33,11,4,5,8,17,5,5,2,7,9,10,1,1,0,6,7,33,0,0,0,0,9,0,30,18,7
OTU268,11,10,12,21,16,12,14,21,23,1,0,2,10,14,11,14,7,27,13,28,18,18,15,28,17,14,24,49,25,10,0,2,0,37,19,32,0,0,1,11,11,11,21,18,16
OTU269,35,48,41,32,19,30,13,23,30,0,1,0,15,24,18,28,8,23,12,18,33,18,16,21,36,21,31,47,17,20,0,1,0,21,12,17,0,0,0,9,9,9,15,8,24
OTU270,8,6,7,20,30,30,4,7,5,1,1,0,8,9,5,11,6,18,13,26,9,7,5,5,6,5,7,5,13,12,0,4,1,11,20,16,0,1,0,11,12,6,19,27,5
OTU271,9,22,22,23,16,21,11,19,14,0,0,0,3,19,5,19,7,32,20,21,22,17,15,21,17,17,15,19,16,21,0,0,0,13,29,20,0,0,0,9,12,10,22,21,20
OTU272,31,29,20,6,4,22,13,29,24,0,0,1,20,6,15,14,3,13,11,7,26,34,48,13,8,8,22,16,5,25,0,0,1,20,21,2,1,0,0,12,12,6,9,38,16
OTU273,3,19,18,42,23,17,14,11,10,0,0,0,15,14,16,17,9,24,21,24,38,26,14,10,14,14,10,54,19,20,2,1,1,28,12,31,0,0,0,6,5,6,17,11,25
OTU274,22,15,13,23,7,16,29,33,34,0,0,1,23,16,15,23,12,31,19,22,19,30,30,20,19,19,13,37,20,29,1,1,0,21,18,19,0,1,0,18,11,13,16,20,19
OTU275,2,5,1,36,8,8,65,38,97,0,0,0,2,1,11,0,1,0,11,39,13,18,22,12,1,2,0,0,1,0,0,0,0,11,3,6,0,0,0,1,0,2,2,5,3
OTU276,14,8,9,41,22,27,9,15,14,0,0,0,11,20,13,14,5,19,23,19,35,18,7,13,6,11,30,31,16,22,2,0,0,42,16,35,0,0,0,9,11,15,40,25,22
OTU277,18,18,8,18,17,18,25,27,13,0,2,1,18,36,4,17,6,29,9,16,13,16,24,24,16,15,11,16,20,25,0,0,0,7,11,12,0,0,0,2,9,7,11,9,6
OTU278,21,12,20,13,29,28,3,12,17,0,0,1,4,13,21,16,4,24,31,18,30,12,16,18,9,17,10,22,14,13,0,0,0,21,19,19,0,0,2,13,13,4,22,14,18
OTU279,12,22,26,9,6,11,10,10,4,3,0,0,13,12,5,3,6,17,17,12,10,24,10,36,16,18,8,19,15,6,0,4,2,75,9,90,0,1,1,16,11,6,22,10,18
OTU280,12,16,31,38,18,16,17,17,21,1,2,2,8,15,19,20,11,15,10,19,15,24,21,17,8,17,17,27,33,19,1,1,1,19,16,4,0,0,0,10,6,20,15,27,39
OTU281,24,25,0,52,0,0,25,22,0,0,0,0,10,28,0,16,0,1,48,37,0,39,0,0,22,19,0,62,0,0,1,0,0,32,0,0,0,0,0,18,0,0,20,13,0
