,S1vsS2,S1vsS3,S1vsS4,S2vsS3,S2vsS4,S3vsS4
itf00g32380,1,0,1,1,1,1
itf00g32400,1,0,0,1,1,0
itf00g32410,1,0,0,1,1,0
itf00g32420,0,1,1,0,0,1
itf00g32450,1,1,0,1,1,1
itf00g32460,1,1,1,1,1,0
itf00g32470,0,1,0,0,0,1
itf00g32500,0,0,0,1,1,0
itf00g32520,1,0,0,0,1,0
itf00g32570,1,0,1,1,0,1
itf00g32620,1,0,1,1,1,1
itf00g32630,0,1,1,1,0,0
itf00g32640,0,0,1,0,1,1
itf00g32680,0,1,1,1,1,0
itf00g32700,1,0,0,1,1,0
itf00g32760,0,0,0,0,0,0
itf00g32860,1,0,1,0,0,0
itf00g32890,1,1,1,1,1,0
itf00g32900,1,0,1,1,1,1
itf00g33020,1,1,1,0,0,1
itf00g33080,0,0,1,0,0,0
itf00g33100,0,0,0,0,0,0
itf00g33130,0,1,0,0,0,1
itf00g33160,1,0,1,0,0,0
itf00g33180,0,0,0,0,1,0
itf00g33200,0,0,0,0,0,0
itf00g33220,0,1,1,0,1,0
itf00g33250,0,1,1,1,1,0
itf00g33320,0,0,0,0,0,0
itf00g33410,1,0,0,1,1,0
itf00g33440,1,0,0,1,1,0
itf00g33510,1,0,1,1,0,1
itf00g33550,0,0,0,0,0,1
itf00g33560,0,1,0,1,0,1
itf00g33580,0,1,0,0,0,1
itf00g33600,1,1,1,1,0,1
itf00g33770,0,0,0,1,0,0
itf00g33900,0,0,0,0,0,0
itf00g33910,1,1,0,1,1,1
itf00g34060,1,1,0,1,0,1
itf00g34070,0,1,0,1,0,1
itf00g34090,0,0,0,1,0,0
itf00g34210,0,1,1,1,0,0
itf00g34250,1,1,1,0,0,0
itf00g34350,0,1,1,0,0,0
itf00g34360,1,0,0,1,1,0
itf00g34480,1,1,1,1,1,1
itf00g34530,0,0,0,1,1,0
itf00g34640,1,1,0,1,1,0
itf00g34670,0,0,0,0,0,0
itf00g34680,1,0,0,1,1,0
itf00g34730,0,1,0,0,0,1
itf00g34770,0,0,0,0,0,0
itf00g34810,0,0,0,0,0,0
itf00g34820,0,1,0,1,0,1
itf00g34830,0,1,0,0,0,1
itf00g34940,1,0,0,1,1,0
itf00g34950,0,1,0,1,0,1
itf00g35050,1,1,1,1,1,0
itf00g35140,0,0,0,0,0,0
itf00g35150,1,1,0,1,1,1
itf00g35170,1,1,1,0,0,0
itf00g35210,0,1,0,1,0,1
itf00g35230,0,1,0,0,0,1
itf00g35270,1,1,1,0,0,1
itf00g35330,1,0,1,0,0,1
itf00g35360,1,0,0,1,1,0
itf00g35480,0,1,1,1,1,1
itf00g35590,1,0,0,1,1,0
itf00g35630,0,1,0,1,0,0
itf00g35650,1,0,1,1,1,1
itf00g35670,0,0,0,0,0,0
itf00g35700,0,1,1,1,0,1
itf00g35730,0,0,0,1,0,0
itf00g35820,1,0,1,0,0,1
itf00g35830,0,0,0,0,0,0
itf00g35840,1,1,1,1,1,0
itf00g35860,0,0,0,1,0,0
itf00g35870,0,1,1,0,1,1
itf00g35930,1,1,1,1,1,0
itf00g36010,1,1,1,1,1,0
itf00g36050,0,1,1,1,1,0
itf00g36150,1,1,0,1,1,0
itf00g36160,1,1,1,1,1,0
itf00g36200,1,1,0,1,1,1
itf00g36230,1,0,0,1,1,1
itf00g36290,0,1,1,0,0,0
itf00g36350,1,1,1,1,1,0
itf00g36400,0,1,1,1,1,0
itf00g36410,0,1,1,0,0,0
itf00g36460,1,1,1,1,0,0
itf00g36470,1,0,0,0,0,0
itf00g36530,1,1,0,1,1,0
itf00g36550,0,0,0,0,0,0
itf00g36610,0,0,0,0,0,0
itf00g36620,0,0,0,1,0,0
itf00g36740,0,0,0,0,0,0
itf00g36790,0,1,1,0,1,1
itf00g36920,1,1,1,1,1,0
itf00g36930,1,1,1,0,0,0
itf00g36940,1,1,1,1,0,1
itf00g36990,0,1,1,1,1,0
itf00g37000,1,0,1,1,1,0
itf00g37010,1,1,1,1,1,0
itf00g37080,1,1,0,1,1,1
itf00g37200,1,1,1,1,1,0
itf00g37230,0,1,0,1,0,1
itf00g37240,1,0,1,1,1,1
itf00g37250,0,0,1,0,1,1
itf00g37320,0,1,0,0,0,1
itf00g37420,0,0,0,0,0,0
itf00g37590,1,1,1,1,1,0
itf00g37610,0,1,1,0,1,0
itf00g37720,0,1,1,0,0,0
itf00g37730,1,1,0,1,1,0
itf00g37790,0,0,0,0,0,0
itf00g37900,0,0,0,0,0,0
itf00g37920,0,0,0,1,0,0
itf00g37950,1,1,1,1,1,0
itf00g37960,0,0,0,1,0,0
itf00g37970,0,1,1,1,0,1
itf00g38020,0,1,1,1,1,1
itf00g38040,0,0,0,0,0,0
itf00g38050,0,1,0,0,0,1
itf00g38080,1,0,1,1,0,1
itf00g38120,0,0,0,0,0,0
itf00g38150,1,0,0,1,0,1
itf00g38360,1,0,0,0,1,0
itf00g38430,1,0,1,1,1,1
itf00g38440,0,0,0,0,0,0
itf00g38480,0,1,0,1,0,1
itf00g38530,1,1,0,1,1,1
itf00g38550,0,0,1,1,1,1
itf00g38580,1,1,0,1,1,0
itf00g38720,0,0,0,0,0,0
itf00g38840,1,0,0,1,1,0
itf00g38850,0,1,0,1,0,1
itf00g38960,0,0,0,1,0,0
itf00g39000,1,0,0,1,1,0
itf00g39020,1,0,1,0,1,1
itf00g39040,1,0,0,0,1,1
itf00g39090,0,0,1,0,1,1
itf00g39100,1,0,0,1,1,0
itf00g39370,1,0,1,1,0,1
itf00g39410,0,0,0,1,0,0
itf00g39440,1,0,1,1,1,0
itf00g39470,0,0,0,1,0,0
itf00g39520,0,0,0,0,0,0
itf00g39550,0,1,0,1,0,1
itf00g39670,1,0,0,1,1,0
itf00g39740,1,1,0,1,1,1
itf00g39910,1,1,1,0,0,1
itf00g39930,0,0,0,0,0,0
itf00g40040,1,0,0,1,1,0
itf00g40110,0,1,1,1,1,0
itf00g40120,1,1,1,1,0,1
itf00g40220,0,1,0,1,0,1
itf00g40230,0,0,1,0,1,1
itf00g40280,1,0,1,1,1,0
itf00g40370,0,1,1,1,0,1
itf00g40380,0,1,0,0,0,1
itf00g40420,0,0,1,0,1,1
itf00g40700,0,0,1,0,0,1
itf00g40750,0,0,0,0,0,0
itf00g40760,1,1,0,0,1,1
itf00g40970,0,1,0,0,0,1
itf00g41000,1,0,1,1,1,0
itf00g41120,0,1,0,0,0,0
itf00g41340,1,1,1,1,1,0
itf00g41350,0,1,1,0,0,0
itf00g41400,0,0,0,0,0,0
itf00g41430,1,1,0,1,1,1
itf00g41560,0,0,0,1,0,0
itf00g41640,0,1,0,0,0,1
itf00g41820,0,0,1,0,0,1
itf00g41860,1,1,0,1,1,1
itf00g41880,1,0,0,0,1,0
itf00g41930,1,0,1,1,1,1
itf00g41990,1,1,0,1,1,0
itf00g42000,1,1,0,1,1,0
itf00g42040,1,1,0,1,1,1
itf00g42060,0,1,1,0,0,0
itf00g42190,1,1,1,0,1,1
itf00g42450,0,1,0,0,0,1
itf00g42530,0,1,1,0,0,0
itf00g42590,0,1,1,0,0,0
itf00g42660,1,1,0,1,1,0
itf00g42710,1,1,1,0,0,0
itf00g42800,0,1,1,1,1,0
itf00g42880,1,0,0,1,1,1
itf00g42910,1,1,0,1,1,0
itf00g42950,1,0,1,1,1,1
itf00g43060,0,0,0,0,0,0
itf00g43100,0,0,0,1,0,0
itf00g43180,0,1,1,1,0,1
itf00g43360,0,0,0,1,0,0
itf00g43420,0,1,1,1,1,0
itf00g43470,0,0,0,0,0,1
itf00g43500,0,1,0,1,0,1
itf00g43620,1,1,1,1,1,0
itf00g43670,1,1,0,0,0,0
itf00g43770,0,1,1,1,1,1
itf00g43820,0,1,0,1,0,1
itf00g43930,0,0,0,0,0,0
itf00g43960,0,1,1,1,0,1
itf00g44000,0,0,0,0,0,0
itf00g44020,1,0,1,1,1,0
itf00g44060,0,0,1,1,0,1
itf00g44070,1,1,1,1,1,0
itf00g44080,1,1,1,1,1,1
itf00g44270,1,0,0,1,1,0
itf00g44310,1,0,0,1,1,0
itf00g44440,0,1,1,1,1,0
itf00g44490,0,1,1,0,0,0
itf00g44530,0,0,0,1,0,0
itf00g44560,0,0,0,0,0,0
itf00g44600,0,0,0,1,0,0
itf00g44680,1,1,1,1,1,1
itf00g44760,0,1,1,0,1,1
itf00g44990,0,0,0,0,0,0
itf00g45010,1,0,0,1,1,0
itf00g45080,0,0,1,1,0,1
itf00g45250,0,1,1,1,1,1
itf00g45310,0,1,1,1,1,1
itf00g45410,1,1,0,1,1,1
itf00g45600,0,1,1,0,0,0
itf00g45640,1,0,0,1,1,1
itf00g45670,0,0,0,1,1,0
itf00g45710,1,1,1,1,1,0
itf00g45880,1,0,0,1,1,0
itf00g45920,0,1,1,1,1,0
itf00g45990,1,0,1,1,1,0
itf00g46100,1,1,1,0,0,0
itf00g46200,0,0,1,1,0,1
itf00g46230,0,1,0,0,0,1
itf00g46290,0,0,0,0,0,0
itf00g46340,0,1,0,1,0,1
itf00g46820,0,1,1,1,1,0
itf00g46850,0,0,0,1,0,0
itf00g46900,1,0,1,1,1,1
itf00g46910,0,0,0,1,0,0
itf00g47070,0,1,1,1,1,0
itf00g47080,1,0,0,1,1,0
itf00g47100,1,1,1,1,1,0
itf00g47110,1,1,1,1,1,0
itf00g47130,1,1,0,1,1,1
itf00g47480,1,0,1,1,1,0
itf00g47600,1,0,0,1,1,0
itf00g47660,0,0,0,0,0,0
itf00g47760,0,0,0,0,0,0
itf00g48030,1,1,0,0,0,0
itf00g48120,1,1,0,1,1,1
itf00g48170,0,1,0,0,0,0
itf00g48300,1,1,0,0,1,0
itf00g48550,0,1,1,1,1,1
itf00g48600,0,0,0,1,0,0
itf00g48640,0,0,1,0,0,0
itf00g48680,0,1,0,0,0,1
itf00g48740,0,1,1,1,1,0
itf00g48760,0,1,1,0,1,1
itf00g48790,1,0,1,1,0,1
itf00g48890,1,0,1,1,0,1
itf00g49030,1,1,1,1,0,1
itf00g49180,1,1,1,1,1,0
itf00g49250,0,0,0,0,0,0
itf00g49480,0,1,1,0,1,1
itf00g49490,1,0,0,1,1,0
itf00g49570,0,0,0,1,0,0
itf00g49710,1,0,0,1,1,0
itf00g49810,1,0,1,1,0,1
itf00g49870,0,0,0,0,0,1
itf00g50220,0,0,0,1,0,0
itf00g50280,1,1,1,0,0,0
itf00g50310,1,0,0,1,1,0
itf00g50600,1,0,1,0,1,1
itf00g50620,0,1,0,0,0,1
itf00g50700,0,1,0,1,0,1
itf00g50830,0,0,0,0,0,0
itf00g50860,0,0,0,1,0,0
itf00g50870,0,0,0,1,0,0
itf00g50920,1,1,1,1,1,0
itf00g51010,1,0,0,1,1,0
itf00g51060,1,0,1,1,1,0
itf00g51110,0,0,0,1,0,0
itf00g51130,1,0,1,1,1,1
itf00g51140,1,1,1,1,1,0
itf00g51750,0,0,0,1,0,0
itf00g51780,1,1,0,1,1,0
itf00g51840,0,0,0,1,0,0
itf00g51870,0,0,0,0,0,0
itf00g51900,1,0,0,1,1,0
itf00g52350,0,0,0,1,0,0
itf00g52590,0,0,0,0,0,0
itf00g52660,1,1,1,1,0,1
itf00g52940,1,0,1,1,1,1
itf00g52990,0,0,0,1,0,0
itf00g53260,0,1,1,1,0,1
itf00g53310,1,0,1,1,0,0
itf00g53410,0,0,0,0,0,0
itf00g53750,0,1,0,0,0,1
itf00g53770,1,1,0,0,1,1
itf00g53820,1,1,0,1,1,1
itf00g53950,1,0,0,1,1,0
itf00g53990,0,1,1,0,0,0
itf00g54030,1,0,0,1,1,0
itf00g54080,0,0,1,0,0,1
itf00g54170,1,1,0,1,1,1
itf00g54440,0,1,0,1,0,0
itf00g54460,0,1,0,0,0,0
itf00g54970,0,0,0,0,0,0
itf00g55070,1,1,0,0,1,0
itf00g55610,0,0,0,0,0,1
itf00g55780,0,1,0,0,0,0
itf00g55950,0,1,1,0,1,1
itf00g56090,0,1,0,1,0,1
itf00g56130,0,0,0,0,0,0
itf00g56160,0,1,0,0,0,1
itf00g56540,1,0,0,1,1,0
itf00g56610,1,0,1,1,1,1
itf00g56850,0,0,0,0,0,0
itf00g56880,0,0,1,0,0,0
itf00g57260,0,0,1,1,1,1
itf00g57400,0,0,0,0,0,0
itf00g57430,1,1,0,1,1,1
itf00g57540,0,1,1,1,0,1
itf00g57730,1,1,1,0,0,1
itf00g57980,0,1,1,0,0,0
itf00g58110,0,0,0,1,0,0
itf00g58700,1,1,1,1,0,0
itf00g58750,0,1,0,0,0,1
itf00g59110,1,1,0,1,1,1
itf00g59210,1,0,1,1,1,1
itf00g59320,0,1,1,0,0,0
itf00g59690,0,0,1,0,1,1
itf00g59770,0,0,0,0,0,0
itf00g60030,0,1,1,1,1,1
itf00g60200,0,1,0,0,0,1
itf00g60230,1,0,1,1,1,1
itf00g60370,0,1,1,0,1,0
itf00g60630,0,1,0,0,0,1
itf00g60780,0,0,0,0,0,0
itf00g60890,1,1,1,0,0,1
itf00g60940,0,0,0,0,0,0
itf00g61310,0,0,0,0,0,1
itf00g61630,0,0,0,0,0,1
itf00g62260,0,0,0,0,0,0
itf00g62290,0,1,0,0,0,1
itf00g62410,0,0,0,1,0,0
itf00g62540,1,0,1,1,0,1
itf00g62670,0,0,0,1,0,0
itf00g62770,0,0,0,0,0,0
itf00g62790,1,1,1,0,0,0
itf00g62960,1,0,1,1,1,1
itf00g63020,1,0,0,1,1,0
itf00g63840,1,0,1,1,1,0
itf00g63860,0,0,0,1,0,0
itf00g64080,1,0,0,1,1,0
itf00g64500,0,0,0,1,1,0
itf00g64640,1,1,0,0,0,0
itf00g64780,0,0,0,1,0,0
itf00g64860,1,0,1,1,1,1
itf00g64880,1,1,1,1,1,0
itf00g65340,1,1,1,1,1,0
itf00g65630,1,0,1,1,1,0
itf00g65750,0,0,1,0,0,1
itf00g66080,0,0,1,0,0,1
itf00g66120,0,1,0,0,0,1
itf00g66140,0,0,0,1,0,0
itf00g66250,0,0,0,0,0,0
itf00g66490,1,1,1,1,0,0
itf00g66580,0,0,0,0,0,0
itf00g66850,1,0,1,1,1,1
itf00g67250,0,0,1,0,0,1
itf00g67510,1,1,1,1,1,1
itf00g67570,1,1,0,1,1,0
itf00g67740,0,0,1,0,1,1
itf00g67930,0,1,0,0,0,1
itf00g68240,0,1,0,0,0,1
itf00g68660,0,1,0,0,0,1
itf00g68680,0,1,1,0,1,1
itf00g68810,0,1,1,0,0,0
itf00g69230,0,0,0,0,0,0
itf00g69450,0,0,0,0,1,1
itf00g69470,1,1,1,1,1,0
itf00g69510,0,1,1,1,1,0
itf00g69830,1,0,0,1,1,1
itf00g70550,1,1,1,1,0,1
itf00g70920,0,1,0,0,0,1
itf00g71750,0,0,0,1,0,0
itf00g72000,0,0,0,1,0,0
itf00g72180,1,1,0,1,0,1
itf00g72340,0,1,1,1,0,0
itf00g72560,1,1,0,1,1,0
itf00g72870,0,1,1,0,1,1
itf00g73040,1,0,0,1,0,0
itf00g73410,0,1,0,0,0,1
itf00g73700,1,1,1,0,1,1
itf00g74390,1,1,0,0,1,0
itf00g74500,0,1,1,0,0,0
itf00g75140,1,0,0,1,1,0
itf00g75580,1,0,1,1,1,1
itf00g75950,1,1,1,1,1,0
itf00g76200,1,0,0,1,1,0
itf00g76470,1,1,1,1,1,0
itf00g76630,0,1,0,0,0,0
itf00g76940,0,0,1,0,0,1
itf00g78070,0,1,1,0,0,0
itf00g78410,0,0,0,1,0,0
itf00g78530,0,0,1,0,0,1
itf00g78630,1,1,1,1,1,0
itf00g79210,1,0,1,1,1,1
itf00g79390,0,0,0,1,0,0
itf00g79510,1,1,1,1,1,0
itf01g00020,1,0,0,1,1,0
itf01g00030,0,0,0,0,0,0
itf01g00040,0,0,0,0,0,0
itf01g00050,1,1,0,1,1,1
itf01g00060,0,0,0,0,1,0
itf01g00090,0,0,1,0,0,0
itf01g00100,1,0,0,1,0,0
itf01g00110,0,0,1,0,1,1
itf01g00120,0,0,0,0,0,0
itf01g00130,0,0,0,0,0,0
itf01g00140,0,0,0,0,0,0
itf01g00150,1,1,1,0,0,0
itf01g00160,1,1,0,1,1,1
itf01g00170,1,1,0,0,0,0
itf01g00180,1,0,0,1,1,0
itf01g00200,0,0,0,1,0,0
itf01g00210,0,1,1,0,1,0
itf01g00220,0,0,0,0,0,0
itf01g00230,0,0,0,0,0,0
itf01g00240,1,0,0,1,1,0
itf01g00250,0,1,0,0,0,1
itf01g00270,0,0,0,0,1,0
itf01g00310,1,1,1,1,1,0
itf01g00320,1,1,1,0,1,1
itf01g00340,1,1,1,1,1,0
itf01g00350,0,1,1,1,1,0
itf01g00360,1,0,0,1,1,0
itf01g00380,0,0,0,1,0,0
itf01g00390,1,0,0,1,1,0
itf01g00400,1,0,0,1,1,0
itf01g00410,0,0,1,0,1,1
itf01g00420,0,0,0,0,0,0
itf01g00430,0,0,0,0,0,0
itf01g00440,1,1,1,1,1,0
itf01g00450,0,0,0,1,0,0
itf01g00470,0,1,1,1,1,0
itf01g00490,0,1,0,0,0,1
itf01g00530,0,1,0,1,0,1
itf01g00540,1,0,1,0,0,1
itf01g00550,1,0,0,1,0,0
itf01g00590,0,1,1,1,1,1
itf01g00600,1,1,1,1,1,1
itf01g00610,1,0,0,1,1,0
itf01g00620,0,0,0,0,0,0
itf01g00630,1,1,1,1,1,0
itf01g00640,0,0,0,0,0,0
itf01g00650,0,0,0,0,0,1
itf01g00660,1,1,1,1,0,1
itf01g00670,1,1,1,0,0,1
itf01g00680,1,1,0,0,1,0
itf01g00690,0,0,0,0,0,0
itf01g00700,1,0,0,1,1,0
itf01g00710,1,0,0,1,1,0
itf01g00720,0,0,0,0,0,0
itf01g00760,0,1,1,1,1,0
itf01g00800,1,0,0,1,1,0
itf01g00810,0,1,1,0,1,1
itf01g00820,0,1,1,1,1,0
itf01g00830,0,0,0,0,1,0
itf01g00840,1,1,1,0,0,1
itf01g00860,1,1,1,1,1,1
itf01g00870,1,0,0,1,1,0
itf01g00880,0,1,0,0,0,1
itf01g00890,0,0,0,0,0,0
itf01g00910,0,0,0,0,0,0
itf01g00930,0,0,0,0,0,0
itf01g00940,0,1,1,0,0,0
itf01g00980,1,0,0,0,1,0
itf01g00990,0,1,1,0,0,0
itf01g01000,1,1,0,1,1,1
itf01g01020,0,1,0,0,0,1
itf01g01080,1,1,1,1,0,0
itf01g01110,1,1,0,0,0,0
itf01g01120,0,0,0,0,0,0
itf01g01130,0,0,0,0,0,0
itf01g01140,0,0,0,0,1,0
itf01g01150,1,1,0,0,0,0
itf01g01160,1,0,0,1,1,0
itf01g01170,1,0,0,1,1,1
itf01g01190,0,0,0,1,0,0
itf01g01200,1,0,0,1,1,0
itf01g01210,0,0,0,0,0,0
itf01g01250,1,0,1,1,1,1
itf01g01260,0,1,1,0,1,1
itf01g01280,1,1,1,1,1,1
itf01g01290,1,0,1,1,1,1
itf01g01300,0,0,0,0,0,0
itf01g01310,0,1,1,1,1,0
itf01g01320,1,0,1,1,0,1
itf01g01330,0,1,1,1,1,0
itf01g01340,0,0,0,1,0,1
itf01g01350,0,0,0,0,0,0
itf01g01360,1,0,0,1,1,0
itf01g01370,0,0,0,1,0,1
itf01g01380,0,0,0,0,0,0
itf01g01390,0,0,0,0,0,0
itf01g01400,0,0,0,0,0,0
itf01g01410,1,0,0,1,1,0
itf01g01430,1,1,1,1,1,1
itf01g01440,1,0,0,0,0,0
itf01g01450,1,1,1,0,0,0
itf01g01460,1,0,1,1,1,0
itf01g01470,1,1,0,1,1,1
itf01g01480,1,0,0,1,0,1
itf01g01490,1,0,0,1,1,0
itf01g01500,1,1,1,1,1,0
itf01g01510,1,0,1,1,1,1
itf01g01520,0,1,1,0,0,0
itf01g01530,1,0,1,1,1,1
itf01g01540,1,1,1,0,0,0
itf01g01550,0,0,0,1,0,0
itf01g01570,0,0,0,0,0,0
itf01g01590,0,1,0,1,0,1
itf01g01600,1,0,0,1,1,0
itf01g01610,1,0,1,1,1,1
itf01g01620,1,1,1,0,1,1
itf01g01630,0,1,0,0,0,0
itf01g01640,0,1,1,1,1,0
itf01g01670,0,0,0,0,0,0
itf01g01730,0,0,0,1,0,0
itf01g01740,0,0,0,1,0,0
itf01g01790,0,0,0,1,0,0
itf01g01810,0,1,0,1,0,1
itf01g01830,1,1,0,0,1,1
itf01g01840,0,1,0,0,0,1
itf01g01850,0,1,0,1,0,1
itf01g01860,1,1,0,1,1,0
itf01g01870,1,0,0,1,1,0
itf01g01890,1,1,1,1,1,0
itf01g01910,0,0,0,0,0,0
itf01g01920,0,1,0,1,0,0
itf01g01930,1,0,1,1,1,1
itf01g01940,0,1,1,1,1,0
itf01g01950,1,0,0,0,1,0
itf01g01960,0,0,0,0,0,0
itf01g01990,0,1,0,1,0,1
itf01g02000,1,0,0,1,1,0
itf01g02010,1,0,1,0,1,1
itf01g02030,0,1,0,1,1,1
itf01g02040,0,0,0,0,0,0
itf01g02050,1,1,1,1,1,1
itf01g02060,0,0,1,0,1,1
itf01g02090,1,0,0,1,1,0
itf01g02100,1,1,1,1,0,1
itf01g02110,1,0,0,1,1,0
itf01g02120,1,0,0,1,1,0
itf01g02130,1,0,1,0,1,1
itf01g02140,1,0,0,1,1,0
itf01g02150,0,0,0,1,0,0
itf01g02160,0,0,0,1,0,0
itf01g02170,1,1,0,0,1,1
itf01g02180,1,0,0,1,1,0
itf01g02190,1,1,0,0,1,0
itf01g02200,0,0,0,0,0,0
itf01g02230,0,1,1,0,1,1
itf01g02260,1,0,0,1,1,0
itf01g02270,1,0,0,1,1,0
itf01g02280,0,0,0,0,0,1
itf01g02290,1,0,0,1,1,0
itf01g02300,1,0,0,1,1,0
itf01g02310,0,1,1,0,0,0
itf01g02320,1,0,0,1,1,0
itf01g02330,0,1,0,1,1,1
itf01g02340,1,0,0,1,1,0
itf01g02350,0,0,0,0,0,0
itf01g02360,1,0,0,1,1,0
itf01g02370,1,0,0,1,1,0
itf01g02380,1,1,0,1,1,1
itf01g02400,0,0,0,0,0,0
itf01g02410,0,0,0,0,1,0
itf01g02420,0,0,0,1,0,0
itf01g02430,1,0,0,1,1,0
itf01g02440,0,0,0,1,0,0
itf01g02450,1,0,0,1,1,0
itf01g02460,1,1,0,1,1,1
itf01g02470,0,0,0,1,0,0
itf01g02490,0,1,1,1,1,0
itf01g02500,1,1,0,1,1,0
itf01g02510,1,0,0,1,0,0
itf01g02520,0,0,0,0,0,0
itf01g02530,0,1,0,0,0,0
itf01g02540,1,0,0,1,1,1
itf01g02550,1,0,1,1,1,0
itf01g02560,1,0,0,1,1,0
itf01g02570,0,0,1,0,0,0
itf01g02590,0,0,0,0,0,0
itf01g02600,1,1,0,1,1,0
itf01g02610,1,1,1,1,1,0
itf01g02620,0,0,1,0,1,1
itf01g02640,1,0,0,0,0,0
itf01g02650,1,1,1,0,1,1
itf01g02660,1,0,1,1,1,0
itf01g02670,1,0,0,1,1,0
itf01g02690,0,0,1,0,0,0
itf01g02700,0,0,0,0,0,0
itf01g02710,0,0,0,1,0,1
itf01g02720,1,0,0,0,1,0
itf01g02740,1,0,0,1,1,0
itf01g02750,0,0,0,0,0,0
itf01g02770,1,0,1,1,1,1
itf01g02780,0,0,0,1,1,0
itf01g02790,1,1,0,0,0,0
itf01g02800,1,0,1,1,0,1
itf01g02810,0,0,0,0,0,0
itf01g02830,1,1,1,1,0,1
itf01g02870,0,0,1,1,1,1
itf01g02880,1,0,1,1,1,0
itf01g02890,1,0,0,1,1,0
itf01g02900,0,0,1,1,1,0
itf01g02920,0,1,0,1,0,1
itf01g02930,0,0,1,1,1,1
itf01g02940,1,0,0,1,1,0
itf01g02950,1,0,0,1,1,1
itf01g02960,1,1,0,1,1,1
itf01g02970,1,1,0,0,1,1
itf01g02980,0,0,1,0,1,1
itf01g02990,0,0,0,1,1,0
itf01g03000,1,0,0,1,1,0
itf01g03010,0,0,0,0,0,0
itf01g03020,1,1,1,1,0,1
itf01g03040,1,1,1,0,0,0
itf01g03090,0,1,1,1,1,0
itf01g03100,0,1,0,0,0,1
itf01g03110,0,0,0,1,0,0
itf01g03120,1,1,0,1,1,0
itf01g03130,1,1,0,0,1,1
itf01g03140,0,0,1,0,1,1
itf01g03150,0,0,0,0,0,0
itf01g03160,1,0,0,1,1,0
itf01g03170,1,0,0,0,1,0
itf01g03180,0,0,0,0,0,1
itf01g03190,0,0,0,1,1,0
itf01g03200,0,0,0,0,0,0
itf01g03210,1,1,0,1,1,1
itf01g03220,0,0,0,0,0,0
itf01g03240,0,1,0,0,0,1
itf01g03260,0,1,0,1,0,1
itf01g03270,0,0,1,1,1,1
itf01g03280,1,1,0,1,1,0
itf01g03290,0,1,0,0,0,1
itf01g03300,1,1,0,1,1,1
itf01g03310,1,1,1,0,0,0
itf01g03320,0,0,1,0,1,0
itf01g03330,0,1,0,0,0,1
itf01g03340,1,0,0,1,1,0
itf01g03350,1,0,0,1,1,0
itf01g03360,0,0,0,0,0,0
itf01g03380,0,0,0,0,0,0
itf01g03400,1,0,1,1,1,1
itf01g03410,0,0,1,0,1,1
itf01g03420,0,0,0,0,0,0
itf01g03430,1,0,1,1,1,1
itf01g03440,0,0,0,0,0,0
itf01g03460,1,0,1,1,1,1
itf01g03470,1,1,0,1,1,1
itf01g03480,0,0,0,1,1,0
itf01g03490,0,0,0,0,0,0
itf01g03500,1,0,0,1,1,0
itf01g03510,0,0,1,0,1,1
itf01g03520,0,0,0,0,0,0
itf01g03530,0,0,1,0,0,0
itf01g03540,0,0,0,0,1,0
itf01g03560,0,1,0,0,0,1
itf01g03570,1,1,1,1,1,1
itf01g03580,1,1,0,0,1,1
itf01g03590,0,1,0,0,0,1
itf01g03620,1,0,1,1,1,1
itf01g03630,1,0,0,1,1,0
itf01g03650,1,0,0,1,1,0
itf01g03670,0,0,0,0,0,0
itf01g03680,0,0,0,1,0,0
itf01g03690,0,0,0,0,0,0
itf01g03700,0,0,0,1,0,0
itf01g03710,0,0,0,1,0,0
itf01g03750,0,1,0,1,0,1
itf01g03780,0,0,0,1,0,0
itf01g03850,1,1,1,1,1,0
itf01g03880,1,1,1,0,0,0
itf01g03890,1,1,1,1,0,0
itf01g03900,0,1,0,0,0,1
itf01g03910,0,0,0,0,0,0
itf01g03920,0,1,0,1,0,1
itf01g03930,1,1,1,1,1,1
itf01g03940,0,1,1,0,0,0
itf01g03950,0,1,0,0,0,1
itf01g03960,0,1,0,0,0,1
itf01g03970,1,1,0,0,1,1
itf01g03980,1,0,1,1,1,1
itf01g03990,1,1,0,0,0,1
itf01g04000,0,0,0,1,1,0
itf01g04010,1,0,0,1,1,0
itf01g04020,0,0,1,0,1,0
itf01g04030,0,0,1,0,1,1
itf01g04040,0,0,0,0,0,0
itf01g04050,1,1,1,0,0,0
itf01g04060,0,0,1,1,0,1
itf01g04070,1,1,1,1,1,0
itf01g04080,0,0,1,0,1,1
itf01g04090,1,0,0,1,1,1
itf01g04100,0,1,1,1,1,1
itf01g04110,1,1,1,1,1,1
itf01g04120,1,0,0,1,1,1
itf01g04130,1,1,1,1,1,0
itf01g04140,0,1,0,0,0,1
itf01g04150,0,0,0,0,0,0
itf01g04160,0,1,0,1,0,1
itf01g04200,0,1,0,0,0,1
itf01g04210,0,1,0,1,0,1
itf01g04220,0,0,0,1,0,0
itf01g04230,0,0,0,1,0,0
itf01g04250,1,0,1,0,0,0
itf01g04260,0,0,0,0,0,0
itf01g04270,0,1,0,0,0,1
itf01g04280,0,1,0,0,0,1
itf01g04300,1,1,1,1,1,1
itf01g04310,0,1,0,0,0,1
itf01g04320,1,0,0,1,1,0
itf01g04330,1,0,0,1,1,0
itf01g04340,0,0,0,0,0,0
itf01g04350,1,0,1,1,1,0
itf01g04360,1,1,1,1,1,0
